Date,Dividends
2010-04-23,0.1332
2012-05-14,0.2
2018-08-14,0.05
2019-08-13,0.2
2018-12-26,0.051183
2010-08-02,0.17
2010-05-24,0.17
2011-04-29,0.1265
2019-11-12,0.200925
2009-04-09,0.3516
2014-04-03,0.53808
2013-04-30,0.138034
2018-05-22,0.05
2019-05-22,0.1
2018-11-22,0.1
2012-03-20,0.1244
