Date,Dividends
2017-04-26,1.01726
2012-05-02,0.014857
2019-04-16,0.370259
2014-02-21,0.0656834
2014-04-23,0.107359
2015-01-15,0.07817
2017-12-20,0.396103
2019-01-02,0.592704
2015-04-28,0.108857
