Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,0.337280,0.340240,0.337280,0.337280,0.205390,189280
2000-01-04,0.328400,0.328400,0.325440,0.325440,0.198180,23660
2000-01-05,0.426920,0.426920,0.384620,0.384620,0.234219,0
2000-01-06,0.295860,0.295860,0.295860,0.295860,0.180167,125060
2000-01-07,0.298820,0.298820,0.295860,0.295860,0.180167,67600
2000-01-10,0.450000,0.450000,0.384620,0.384620,0.234219,0
2000-01-11,0.298820,0.298820,0.295860,0.295860,0.180167,784160
2000-01-12,0.301780,0.301780,0.301780,0.301780,0.183772,1054560
2000-01-13,0.307690,0.325440,0.301780,0.307690,0.187371,618540
2000-01-14,0.310650,0.325440,0.310650,0.325440,0.198180,1172860
2000-01-17,0.319530,0.319530,0.313610,0.313610,0.190976,33800
2000-01-18,0.301780,0.301780,0.295860,0.295860,0.180167,64220
2000-01-19,0.295860,0.319530,0.295860,0.316570,0.192779,77740
2000-01-20,0.319530,0.325440,0.319530,0.319530,0.194581,138580
2000-01-21,0.307690,0.310650,0.307690,0.310650,0.189174,13520
2000-01-24,0.304730,0.304730,0.304730,0.304730,0.185569,30420
2000-01-25,0.396150,0.396150,0.396150,0.396150,0.241240,0
2000-01-26,0.325440,0.325440,0.325440,0.325440,0.198180,1774500
2000-01-27,0.328400,0.328400,0.328400,0.328400,0.199983,111540
2000-01-28,0.331360,0.331360,0.328400,0.331360,0.201785,50700
2000-01-31,0.328400,0.331360,0.325440,0.325440,0.198180,2480920
2000-02-01,0.328400,0.331360,0.328400,0.331360,0.201785,2747940
2000-02-02,0.430770,0.430770,0.411540,0.411540,0.250612,0
2000-02-03,0.331360,0.331360,0.331360,0.331360,0.201785,1014000
2000-02-04,0.434620,0.434620,0.411540,0.411540,0.250612,0
2000-02-07,0.434620,0.434620,0.411540,0.411540,0.250612,0
2000-02-08,0.331360,0.331360,0.331360,0.331360,0.201785,696280
2000-02-09,0.325440,0.331360,0.325440,0.331360,0.201785,642200
2000-02-10,0.325440,0.325440,0.325440,0.325440,0.198180,67600
2000-02-11,0.319530,0.334320,0.319530,0.334320,0.203588,6760
2000-02-14,0.334320,0.334320,0.334320,0.334320,0.203588,2774980
2000-02-15,0.295860,0.295860,0.295860,0.295860,0.180167,10140
2000-02-16,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-02-17,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-02-18,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-02-21,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-02-22,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-02-23,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-02-24,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-02-25,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-02-28,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-02-29,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-01,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-02,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-03,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-06,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-07,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-08,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-09,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-10,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-13,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-14,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-15,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-16,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-17,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-20,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-21,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-22,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-23,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-24,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-27,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-28,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-29,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-30,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-03-31,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-03,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-04,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-05,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-06,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-07,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-10,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-11,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-12,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-13,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-14,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-17,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-18,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-19,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-20,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-21,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-24,0.384620,0.384620,0.384620,0.384620,0.234219,0
2000-04-25,0.380770,0.380770,0.230770,0.230770,0.140530,0
2000-04-26,0.380770,0.380770,0.307690,0.307690,0.187371,0
2000-04-27,0.380770,0.380770,0.307690,0.307690,0.187371,0
2000-04-28,0.365380,0.365380,0.307690,0.307690,0.187371,0
2000-05-01,0.307690,0.307690,0.307690,0.307690,0.187371,0
2000-05-02,0.384620,0.384620,0.307690,0.307690,0.187371,0
2000-05-03,0.365380,0.365380,0.307690,0.307690,0.187371,0
2000-05-04,0.380770,0.380770,0.307690,0.307690,0.187371,0
2000-05-05,0.365380,0.365380,0.346150,0.346150,0.210792,0
2000-05-08,0.281070,0.281070,0.281070,0.281070,0.171161,13520
2000-05-09,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-10,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-11,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-12,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-15,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-16,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-17,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-18,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-19,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-22,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-23,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-24,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-25,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-26,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-29,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-05-30,0.281070,0.281070,0.281070,0.281070,0.171161,3380
2000-05-31,0.281070,0.281070,0.281070,0.281070,0.171161,13520
2000-06-01,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-02,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-05,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-06,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-07,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-08,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-09,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-12,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-13,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-14,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-15,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-16,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-19,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-20,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-21,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-22,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-23,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-26,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-27,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-28,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-29,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-06-30,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-07-03,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-07-04,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-07-05,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-07-06,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-07-07,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-07-10,0.365380,0.365380,0.365380,0.365380,0.222502,0
2000-07-11,0.576920,0.576920,0.269230,0.269230,0.163950,0
2000-07-12,0.500000,0.500000,0.269230,0.269230,0.163950,0
